City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Sao Filipe,CV,14.8961,-24.4956,77.74,67,39,4.68,scattered clouds
697,Rio Claro,BR,-22.4114,-47.5614,72.37,56,37,16.15,scattered clouds
698,Savannakhet,LA,16.566,104.751,70.81,90,5,4.36,clear sky
699,Sao Marcos,BR,-28.9711,-51.0681,56.16,64,0,3.8,clear sky
700,Prince Rupert,CA,54.3161,-130.3201,47.89,87,100,4.61,overcast clouds
701,Mehriz,IR,31.5917,54.4318,52.3,42,37,5.91,scattered clouds
702,Northam,GB,51.0333,-4.2167,49.6,94,100,17.87,light rain
703,Marzuq,YE,14.4,46.4667,62.83,62,12,2.24,few clouds
704,Ekibastuz,KZ,51.6667,75.3667,20.57,74,100,18.39,overcast clouds
705,Halifax,CA,44.6453,-63.5724,50.22,96,100,28.77,moderate rain
706,Udachnyy,RU,66.4167,112.4,-17.55,75,98,0.4,overcast clouds
707,Naryan-Mar,RU,67.6713,53.087,8.08,96,73,8.93,broken clouds
708,Ha Giang,VN,22.8333,104.9833,72.93,99,97,1.52,overcast clouds
709,Boyolangu,ID,-8.1181,111.8935,77.22,90,97,0.31,overcast clouds
710,Tirur,IN,10.9,75.9167,74.39,91,94,4.5,overcast clouds
